submission_number,device_name,company,regulatory_pathway,date_of_final_decision,medical_specialty,baseline_ai_function_scope,ai_function_scope,baseline_clinical_function_group,clinical_function_group
K212704,"Philips EPIQ Diagnostic Ultrasound System, Philips Affiniti Diagnostic Ultrasound System",Philips Medical Systems,510k,2021-09-24,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K212758,Autoplaque,Cedars-Sinai Medical Center: AIM,510k,2023-05-19,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K212783,ProstatID,"ScanMed, LLC",510k,2022-07-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K212915,MVision AI Segmentation,MVision AI,510k,2022-05-03,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K212960,"Aplio a550, Aplio a450, and Aplio a, Diagnostic Ultrasound System, Software V6.5",Canon Medical Systems Corporation,510k,2022-03-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213037,IDx-DR v2.3,Digital Diagnostics Inc.,510k,2022-06-17,Ophthalmic,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213096,Al-Rad Companion (Pulmonary),"Siemens Medical Solutions USA, Inc.",510k,2021-12-06,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K213155,RT-Mind-AI,"MedMind Technology Co., Ltd.",510k,2021-12-15,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213165,Rapid,iSchema View Inc.,510k,2022-02-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213272,Formus Hip,"Formus Labs, Ltd",510k,2023-03-31,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213275,EchoGo Core (2.0),Ultromics Limited,510k,2021-12-20,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213305,"Vantage Fortian 1.5T, MRT-1550, V8.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,510k,2021-12-01,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,UNCERTAIN,UNCERTAIN
K213307,Eclipse II with Smart Noise Cancellation,"Carestream Health, Inc.",510k,2022-01-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213319,"Viz ANEURYSM, Viz ANX","Viz.ai, Inc.",510k,2022-02-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213353,Aorta-CAD,"Imagen Technologies, Inc",510k,2022-09-20,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213357,"Study Watch with Irregular Pulse Monitor (Home), Study Watch with Irregular Pulse Monitor",Verily Life Sciences LLC,510k,2022-07-19,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213409,ZEUS System (Zio Watch),"iRhythm Technologies, Inc.",510k,2022-07-19,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213436,Clarius Ultrasound Scanner,Clarius Mobile Health Corp.,510k,2021-11-15,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K213504,"Aquilion ONE (TSX-306A/3) V10.12 with Spectral Imaging System, Vitrea Software Package, VSTP-001A",Canon Medical Systems Corporation,510k,2022-06-16,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213544,TOMTEC-ARENA,TOMTEC Imaging Systems GmbH,510k,2022-01-06,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213566,ClearRead Xray Pneumothorax,"Riverain Technologies, Inc.",510k,2022-03-10,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213583,"Achieva, Ingenia, Ingenia CX, Ingenia Elition and Ingenia Ambition MR Systems",Philips Medical Systems Nederland B.V.,510k,2022-05-16,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213603,SIGNA Artist Evo,GE Healthcare(Tianjin) Company Limited,510k,2022-02-11,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213628,VBrain,Vysioneer Inc.,510k,2021-12-16,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K213642,"Voluson S6, Voluson S8, Voluson S8t, Voluson S10, Voluson S10 Expert",GE Healthcare,510k,2022-01-13,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K213645,ClearPoint Maestro Brain Model,"ClearPoint Neuro, Inc.",510k,2022-08-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213657,DEEPVESSEL FFR,KeyaMed NA Inc.,510k,2022-04-01,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213668,SIGNA Hero,"GE Healthcare (GE Medical Systems, LLC)",510k,2022-01-20,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K213686,SKOUT Software,Iterative Scopes Inc.,510k,2022-08-12,Gastroenterology-Urology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213689,"Voluson P6, Voluson P8",GE Healthcare,510k,2022-02-17,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K213693,MAGNETOM Vida with syngo MR XA50A,"Siemens Medical Solutions USA, Inc.",510k,2022-02-25,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213706,AI-Rad Companion Brain MR,Siemens Healthcare GmBh,510k,2022-04-15,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K213713,AI-Rad Companion (Pulmonary),Siemens Healthcare GmBh,510k,2022-08-11,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K213717,AIR Recon DL,"GE Medical Systems,LLC (GE Healthcare)",510k,2022-06-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213721,BriefCase,"Aidoc Medical, Ltd.",510k,2022-03-21,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213725,CardIQ Suite,GE Medical Systems SCS,510k,2022-03-11,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213737,Quantib ND,Quantib B.V.,510k,2022-01-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K213760,ABMD Software,HeartLung Corporation,510k,2022-07-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213776,LiverSmart,Resonance Health Analysis Services Pty Ltd,510k,2021-12-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K213779,Customize,3D-Side SA,510k,2022-03-16,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K213794,Eko Murmur Analysis Software (EMAS),"Eko Devices, Inc.",510k,2022-06-29,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213795,Videa Caries Assist,"VideaHealth, Inc",510k,2022-04-21,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213857,HeartFlow Analysis,"HeartFlow, Inc.",510k,2022-10-14,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K213882,EarliPoint System,"EarliTec Diagnostics, Inc.",510k,2022-06-08,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213886,BriefCase,"Aidoc Medical, Ltd.",510k,2022-04-26,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213938,Revolution Ascend,GE Healthcare Japan Corporation,510k,2022-02-04,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213941,Annalise Enterprise CXR Triage Pneumothorax,Annalise-AI,510k,2022-02-24,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213944,HealthOST,NanoxAI Ltd.,510k,2022-04-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213960,LiverMultiScan v5 (LMSv5),Perspectum,510k,2022-09-06,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213971,Atrial Fibrillation History Feature,Apple Inc.,510k,2022-06-03,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213976,Contour ProtégéAI,MIM Software Inc.,510k,2022-02-03,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K213986,CerebralGo Plus,"Yukun (Beijing) Technology Co., Ltd",510k,2023-04-13,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K213998,cvi42 Auto Imaging Software Application,Circle Cardiovascular Imaging Inc,510k,2022-07-28,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K213999,Deep Learning Image Reconstruction,"GE Medical Systems, LLC.",510k,2022-02-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K214019,syngo.CT Extended Functionality,"Siemens Medical Solutions USA, Inc.",510k,2022-01-20,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K214036,AVIEW,"Coreline Soft Co.,Ltd.",510k,2022-12-23,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K214043,BriefCase,"Aidoc Medical, Ltd.",510k,2022-03-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K214081,MRCAT Head & Neck,Philips Oy,510k,2022-04-05,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220013,X100HT with Slide Loader with Full Field Peripheral Blood Smear (PBS) Application,Scopio Labs Ltd.,510k,2022-05-03,Hematology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K220034,NEUROShield,In-Med Prognostics L3C,510k,2023-09-14,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220043,"HERA W10 Diagnostic Ultrasound System, HERA W9 Diagnostic Ultrasound System","Samsung Medison Co., LTD",510k,2022-04-05,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K220068,Butterfly iQ/iQ+ Ultrasound System,"Butterfly Network, Inc.",510k,2023-03-31,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220080,CogNet QmTRIAGE,"MedCognetics, Inc.",510k,2022-09-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220105,Saige-Dx,"DeepHealth, Inc.",510k,2022-05-12,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220141,RayStation 11B,RaySearch Laboratories AB (publ),510k,2022-04-15,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K220151,MAGNETOM Avanto Fit,"Siemens Medical Solutions USA, Inc.",510k,2022-04-01,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K220164,Rayvolve,AZmed SAS,510k,2022-06-02,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220192,"Vantage Galan 3T, MRT-3020, V8.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,510k,2022-04-08,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,UNCERTAIN,UNCERTAIN
K220264,EFAI RTSuite CT HN-Segmentation System,"Ever Fortune.AI Co., Ltd.",510k,2022-04-28,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220332,uMR Omega with uWS-MR-MRS,"Shanghai United Imaging Healthcare Co.,Ltd.",510k,2022-10-27,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220349,TeraRecon Neuro,"TeraRecon, Inc",510k,2022-08-12,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220358,"Voluson Expert 22, Voluson Expert 20, Voluson Expert 18","GE Medical Systems Ultrasound and Primary Care Diagnostics,",510k,2022-06-06,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K220408,AVIEW RT ACS,"Coreline Soft Co.,Ltd",510k,2022-11-10,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220416,SwiftMR,AIRS Medical Inc.,510k,2022-05-25,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220437,Neurophet AQUA,"NEUROPHET, Inc.",510k,2023-05-10,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220439,Viz SDH,"Viz.ai, Inc.",510k,2022-07-25,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220446,Versana Balance,"GE Medical Systems Ultrasound and Primary Care Diagnostics,",510k,2022-05-11,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220497,CoLumbo,Smart Soft Healthcare AD,510k,2022-06-23,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220499,Rapid PE Triage and Notification (PETN),iSchemaView Inc.,510k,2022-05-17,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220575,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.",510k,2022-06-24,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K220589,MAGNETOM Skyra Fit,"Siemens Medical Solutions USA, Inc.",510k,2022-05-13,Radiology,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,DEVICE_FUNCTION_AI_ATTRIBUTION_UNRESOLVED,UNCERTAIN,UNCERTAIN
K220590,aPROMISE X,EXINI Diagnostics AB,510k,2022-04-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220598,AutoContour Model RADAC V2,"Radformation, Inc.",510k,2022-08-24,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220619,"Vivid S60N, Vivid S70N","GE Medical Systems Ultrasound and Primary Care Diagnostics,",510k,2022-07-15,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220624,AI4CMR v1.0,AI4MedImaging Medical Solutions S.A.,510k,2022-07-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220709,BriefCase,"Aidoc Medical, Ltd.",510k,2022-10-07,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220766,eMurmur Heart AI,CSD Labs GmbH,510k,2022-05-31,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220783,syngo.via RT Image Suite,Siemens Medical Solutions USA Inc.,510k,2022-09-07,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220786,STAR Apollo Mapping System,"Rhythm Al, Ltd",510k,2022-12-01,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220800,Venue Go,GE Medical Systems Ultrasound and Primary Care Diagnostics,510k,2022-06-21,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220813,ART-PLAN,TheraPanacea,510k,2022-06-17,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K220815,BrainInsight,"Hyperfine, Inc.",510k,2022-07-19,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220848,Venue Fit,GE Medical Systems,510k,2022-06-27,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220851,Venue,GE Medical Systems,510k,2022-06-27,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220882,"Vivid E80, Vivid E90, Vivid E95",GE Medical Systems Ultrasound and,510k,2022-07-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220899,Oxehealth Vital Signs,Oxehealth Limited,510k,2022-04-29,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220928,Overjet Calculus Assist,Overjet Inc.,510k,2022-12-16,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220939,MAGNETOM Lumina and MAGNETOM Vida Fit with syngo MR XA50A,Siemens Medical Solutions USA Inc.,510k,2022-04-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220940,"EchoPAC Software Only, EchoPAC Plug-in","GE Medical Systems Ultrasound and Primary Care Diagnostics,",510k,2022-07-22,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220956,Libby Echo:Prio,"Dyad Medical, Inc",510k,2022-07-20,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220961,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,510k,2022-07-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220975,"V8 Diagnostic Ultrasound System, V7 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",510k,2022-06-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K220986,Aquilion Precision (TSX-304A/4) V10.10 with AiCE,Canon Medical Systems Corporation,510k,2022-09-12,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K221100,Viz RV/LV,"Viz.ai, Inc.",510k,2022-08-29,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K221106,Quantib Prostate,Quantib BV,510k,2022-05-13,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K221147,"Vivid T8, Vivid T9","GE Medical Systems Ultrasound and Primary Care Diagnostics,",510k,2022-07-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K221148,Vivid iq,GE Medical Systems Ultrasound & Primary Care Diagnostics LLC,510k,2022-07-18,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K221179,SomnoMetry,Neumetry Medical Inc,510k,2022-09-21,Neurology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K221183,AEYE-DS,"AEYE Health, Inc.",510k,2022-11-10,Ophthalmic,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
K221203,AHI System,Fifth Eye Inc.,510k,2022-07-14,Cardiovascular,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,MULTIPLE,MULTIPLE
K221219,syngo.CT CaScoring,"Siemens Medical Solutions USA, Inc.",510k,2022-05-17,Radiology,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,DESCRIBED_AI_OR_ALGORITHMIC_FUNCTION,SINGLE,SINGLE
