annotation_id,submission_number,field,baseline_codes,codes,annotation_state,source_limited,limitation_layer
K193109:component_status,K193109,component_status,SINGLE,SINGLE,CODED,false,NONE
K193170:input,K193170,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193170:output,K193170,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K193170:user,K193170,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K193170:setting,K193170,setting,OTHER,OTHER,CODED,false,NONE
K193170:action,K193170,action,WORKFLOW_OR_DOCUMENTATION,WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193170:component_status,K193170,component_status,SINGLE,SINGLE,CODED,false,NONE
K193176:input,K193176,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193176:output,K193176,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K193176:user,K193176,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K193176:setting,K193176,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K193176:action,K193176,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K193176:component_status,K193176,component_status,SINGLE,SINGLE,CODED,false,NONE
K193178:input,K193178,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193178:output,K193178,output,RECONSTRUCTION_OR_ENHANCEMENT;MEASUREMENT_OR_QUANTIFICATION;RECOMMENDATION_OR_PLANNING,RECONSTRUCTION_OR_ENHANCEMENT;MEASUREMENT_OR_QUANTIFICATION;RECOMMENDATION_OR_PLANNING,CODED,false,NONE
K193178:user,K193178,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K193178:setting,K193178,setting,OTHER,OTHER,CODED,false,NONE
K193178:action,K193178,action,WORKFLOW_OR_DOCUMENTATION,WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193178:component_status,K193178,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K193210:input,K193210,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193210:output,K193210,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K193210:user,K193210,user,RADIOLOGIST;OTHER_PHYSICIAN,RADIOLOGIST;OTHER_PHYSICIAN,CODED,false,NONE
K193210:setting,K193210,setting,OTHER,OTHER,CODED,false,NONE
K193210:action,K193210,action,WORKFLOW_OR_DOCUMENTATION,WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193210:component_status,K193210,component_status,SINGLE,SINGLE,CODED,false,NONE
K193216:input,K193216,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193216:output,K193216,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K193216:user,K193216,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K193216:setting,K193216,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K193216:action,K193216,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K193216:component_status,K193216,component_status,SINGLE,SINGLE,CODED,false,NONE
K193220:input,K193220,input,MEDICAL_IMAGE;CLINICAL_TABULAR_OR_TEXT,MEDICAL_IMAGE;CLINICAL_TABULAR_OR_TEXT,CODED,false,NONE
K193220:output,K193220,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;RISK_SCORE_OR_PREDICTION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;RISK_SCORE_OR_PREDICTION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K193220:user,K193220,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K193220:setting,K193220,setting,SCREENING;DIAGNOSTIC_INTERPRETATION;MONITORING,SCREENING;DIAGNOSTIC_INTERPRETATION;MONITORING,CODED,false,NONE
K193220:action,K193220,action,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193220:component_status,K193220,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K193229:input,K193229,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193229:output,K193229,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;RISK_SCORE_OR_PREDICTION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;RISK_SCORE_OR_PREDICTION,CODED,false,NONE
K193229:user,K193229,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K193229:setting,K193229,setting,SCREENING;OTHER,SCREENING;OTHER,CODED,false,NONE
K193229:action,K193229,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K193229:component_status,K193229,component_status,SINGLE,SINGLE,CODED,false,NONE
K193248:input,K193248,input,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K193248:output,K193248,output,RECOMMENDATION_OR_PLANNING,RECOMMENDATION_OR_PLANNING,CODED,false,NONE
K193248:user,K193248,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K193248:setting,K193248,setting,OTHER,OTHER,CODED,false,NONE
K193248:action,K193248,action,WORKFLOW_OR_DOCUMENTATION,WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193248:component_status,K193248,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K193252:input,K193252,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193252:output,K193252,output,SEGMENTATION_OR_LOCALIZATION,SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K193252:user,K193252,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K193252:setting,K193252,setting,MONITORING;OTHER,MONITORING;OTHER,CODED,false,NONE
K193252:action,K193252,action,TREATMENT_OR_PROCEDURE_PLANNING;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,TREATMENT_OR_PROCEDURE_PLANNING;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193252:component_status,K193252,component_status,SINGLE,SINGLE,CODED,false,NONE
K193267:input,K193267,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193267:output,K193267,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT,CODED,false,NONE
K193267:user,K193267,user,RADIOLOGIST;OTHER_PHYSICIAN,RADIOLOGIST;OTHER_PHYSICIAN,CODED,false,NONE
K193267:setting,K193267,setting,DIAGNOSTIC_INTERPRETATION;ACUTE_TRIAGE_OR_EMERGENCY;OTHER,DIAGNOSTIC_INTERPRETATION;ACUTE_TRIAGE_OR_EMERGENCY;OTHER,CODED,false,NONE
K193267:action,K193267,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K193267:component_status,K193267,component_status,SINGLE,SINGLE,CODED,false,NONE
K193271:input,K193271,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193271:output,K193271,output,DETECTION_OR_ALERT;OTHER,DETECTION_OR_ALERT;OTHER,CODED,false,NONE
K193271:user,K193271,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K193271:setting,K193271,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,CODED,false,NONE
K193271:action,K193271,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K193271:component_status,K193271,component_status,SINGLE,SINGLE,CODED,false,NONE
K193281:input,K193281,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193281:output,K193281,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K193281:user,K193281,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K193281:setting,K193281,setting,DIAGNOSTIC_INTERPRETATION;MONITORING,DIAGNOSTIC_INTERPRETATION;MONITORING,CODED,false,NONE
K193281:action,K193281,action,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193281:component_status,K193281,component_status,SINGLE,SINGLE,CODED,false,NONE
K193282:input,K193282,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193282:output,K193282,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K193282:user,K193282,user,TECHNOLOGIST_OR_OPERATOR;OTHER_PHYSICIAN,TECHNOLOGIST_OR_OPERATOR;OTHER_PHYSICIAN,CODED,false,NONE
K193282:setting,K193282,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K193282:action,K193282,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193282:component_status,K193282,component_status,SINGLE,SINGLE,CODED,false,NONE
K193283:input,K193283,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193283:output,K193283,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K193283:user,K193283,user,RADIOLOGIST;OTHER_PHYSICIAN,RADIOLOGIST;OTHER_PHYSICIAN,CODED,false,NONE
K193283:setting,K193283,setting,OTHER,OTHER,CODED,false,NONE
K193283:action,K193283,action,TREATMENT_OR_PROCEDURE_PLANNING;WORKFLOW_OR_DOCUMENTATION,TREATMENT_OR_PROCEDURE_PLANNING;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193283:component_status,K193283,component_status,SINGLE,SINGLE,CODED,false,NONE
K193287:input,K193287,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193287:output,K193287,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K193287:user,K193287,user,RADIOLOGIST;OTHER_PHYSICIAN;OTHER,RADIOLOGIST;OTHER_PHYSICIAN;OTHER,CODED,false,NONE
K193287:setting,K193287,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K193287:action,K193287,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193287:component_status,K193287,component_status,SINGLE,SINGLE,CODED,false,NONE
K193289:input,K193289,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193289:output,K193289,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K193289:user,K193289,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K193289:setting,K193289,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K193289:action,K193289,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193289:component_status,K193289,component_status,SINGLE,SINGLE,CODED,false,NONE
K193290:input,K193290,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193290:output,K193290,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K193290:user,K193290,user,RADIOLOGIST;OTHER_CLINICIAN,RADIOLOGIST;OTHER_CLINICIAN,CODED,false,NONE
K193290:setting,K193290,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K193290:action,K193290,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193290:component_status,K193290,component_status,SINGLE,SINGLE,CODED,false,NONE
K193294:input,K193294,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193294:output,K193294,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193294:user,K193294,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193294:setting,K193294,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193294:action,K193294,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193294:component_status,K193294,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K193298:input,K193298,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193298:output,K193298,output,DETECTION_OR_ALERT;OTHER,DETECTION_OR_ALERT;OTHER,CODED,false,NONE
K193298:user,K193298,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K193298:setting,K193298,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,CODED,false,NONE
K193298:action,K193298,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K193298:component_status,K193298,component_status,SINGLE,SINGLE,CODED,false,NONE
K193300:input,K193300,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193300:output,K193300,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K193300:user,K193300,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K193300:setting,K193300,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,CODED,false,NONE
K193300:action,K193300,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K193300:component_status,K193300,component_status,SINGLE,SINGLE,CODED,false,NONE
K193306:input,K193306,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193306:output,K193306,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K193306:user,K193306,user,RADIOLOGIST;OTHER_PHYSICIAN;OTHER_CLINICIAN,RADIOLOGIST;OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K193306:setting,K193306,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K193306:action,K193306,action,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193306:component_status,K193306,component_status,SINGLE,SINGLE,CODED,false,NONE
K193351:input,K193351,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193351:output,K193351,output,DETECTION_OR_ALERT;OTHER,DETECTION_OR_ALERT;OTHER,CODED,false,NONE
K193351:user,K193351,user,RADIOLOGIST;OTHER_CLINICIAN,RADIOLOGIST;OTHER_CLINICIAN,CODED,false,NONE
K193351:setting,K193351,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,CODED,false,NONE
K193351:action,K193351,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K193351:component_status,K193351,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K193417:input,K193417,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193417:output,K193417,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K193417:user,K193417,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K193417:setting,K193417,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K193417:action,K193417,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K193417:component_status,K193417,component_status,SINGLE,SINGLE,CODED,false,NONE
K193518:input,K193518,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193518:output,K193518,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193518:user,K193518,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193518:setting,K193518,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193518:action,K193518,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K193518:component_status,K193518,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K193562:input,K193562,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193562:output,K193562,output,SEGMENTATION_OR_LOCALIZATION,SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K193562:user,K193562,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K193562:setting,K193562,setting,OTHER,OTHER,CODED,false,NONE
K193562:action,K193562,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K193562:component_status,K193562,component_status,SINGLE,SINGLE,CODED,false,NONE
K193631:input,K193631,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
K193631:output,K193631,output,MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K193631:user,K193631,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K193631:setting,K193631,setting,SCREENING;DIAGNOSTIC_INTERPRETATION;MONITORING,SCREENING;DIAGNOSTIC_INTERPRETATION;MONITORING,CODED,false,NONE
K193631:action,K193631,action,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K193631:component_status,K193631,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K193658:input,K193658,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K193658:output,K193658,output,DETECTION_OR_ALERT;OTHER,DETECTION_OR_ALERT;OTHER,CODED,false,NONE
K193658:user,K193658,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K193658:setting,K193658,setting,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,ACUTE_TRIAGE_OR_EMERGENCY;OTHER,CODED,false,NONE
K193658:action,K193658,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K193658:component_status,K193658,component_status,SINGLE,SINGLE,CODED,false,NONE
K200036:input,K200036,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K200036:output,K200036,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K200036:user,K200036,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K200036:setting,K200036,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K200036:action,K200036,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K200036:component_status,K200036,component_status,SINGLE,SINGLE,CODED,false,NONE
K200232:input,K200232,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K200232:output,K200232,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K200232:user,K200232,user,TECHNOLOGIST_OR_OPERATOR,TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K200232:setting,K200232,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K200232:action,K200232,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K200232:component_status,K200232,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K200323:input,K200323,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K200323:output,K200323,output,SEGMENTATION_OR_LOCALIZATION,SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K200323:user,K200323,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K200323:setting,K200323,setting,OTHER,OTHER,CODED,false,NONE
K200323:action,K200323,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K200323:component_status,K200323,component_status,SINGLE,SINGLE,CODED,false,NONE
K200356:input,K200356,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K200356:output,K200356,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K200356:user,K200356,user,OTHER_CLINICIAN;RADIOLOGIST,OTHER_CLINICIAN;RADIOLOGIST,CODED,false,NONE
K200356:setting,K200356,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K200356:action,K200356,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K200356:component_status,K200356,component_status,SINGLE,SINGLE,CODED,false,NONE
K200497:input,K200497,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K200497:output,K200497,output,MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;CONTROL_OR_AUTOMATION,MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;CONTROL_OR_AUTOMATION,CODED,false,NONE
K200497:user,K200497,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K200497:setting,K200497,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;OTHER,CODED,false,NONE
K200497:action,K200497,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K200497:component_status,K200497,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K200569:input,K200569,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K200569:output,K200569,output,SEGMENTATION_OR_LOCALIZATION;RECOMMENDATION_OR_PLANNING,SEGMENTATION_OR_LOCALIZATION;RECOMMENDATION_OR_PLANNING,CODED,false,NONE
K200569:user,K200569,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K200569:setting,K200569,setting,OTHER,OTHER,CODED,false,NONE
K200569:action,K200569,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K200569:component_status,K200569,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K200595:input,K200595,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K200595:output,K200595,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K200595:user,K200595,user,LABORATORY_PROFESSIONAL;TECHNOLOGIST_OR_OPERATOR,LABORATORY_PROFESSIONAL;TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K200595:setting,K200595,setting,LABORATORY,LABORATORY,CODED,false,NONE
K200595:action,K200595,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
